geneSymbol	Input.Type	MGI.Gene.Marker.ID	Symbol	Name	Feature.Type	Chr	Strand	Start	End	Ensembl.ID	Entrez.Gene.ID	OMIM_ID	Human_Disease
Tubb5	current symbol	MGI:107812	Tubb5	tubulin, beta 5 class I	protein coding gene	17	antisense	35833921	35838306	ENSMUSG00000001525	22154	NA	NA
Tubb6	current symbol	MGI:1915201	Tubb6	tubulin, beta 6 class V	protein coding gene	18	sense	67390731	67402749	ENSMUSG00000001473	67951	NA	NA
Tubd1	current symbol	MGI:1891826	Tubd1	tubulin, delta 1	protein coding gene	11	sense	86544991	86567360	ENSMUSG00000020513	56427	NA	NA
Tube1	current symbol	MGI:1919174	Tube1	epsilon-tubulin 1	protein coding gene	10	sense	39134023	39151058	ENSMUSG00000019845	71924	NA	NA
Tubg1	current symbol	MGI:101834	Tubg1	tubulin, gamma 1	protein coding gene	11	sense	101119938	101126419	ENSMUSG00000035198	103733	NA	NA
Tubg2	current symbol	MGI:2144208	Tubg2	tubulin, gamma 2	protein coding gene	11	sense	101155907	101161787	ENSMUSG00000045007	103768	NA	NA
Tubgcp2	current symbol	MGI:1921487	Tubgcp2	tubulin, gamma complex associated protein 2	protein coding gene	7	antisense	139995955	140036669	ENSMUSG00000025474	74237	NA	NA
Tubgcp3	current symbol	MGI:2183752	Tubgcp3	tubulin, gamma complex associated protein 3	protein coding gene	8	antisense	12614277	12672248	ENSMUSG00000000759	259279	NA	NA
Tubgcp4	current symbol	MGI:1196293	Tubgcp4	tubulin, gamma complex associated protein 4	protein coding gene	2	sense	121170654	121198770	ENSMUSG00000027263	51885	NA	NA
Tubgcp5	current symbol	MGI:2178836	Tubgcp5	tubulin, gamma complex associated protein 5	protein coding gene	7	sense	55794154	55831677	ENSMUSG00000033790	233276	NA	NA
Tubgcp6	current symbol	MGI:2146071	Tubgcp6	tubulin, gamma complex associated protein 6	protein coding gene	15	antisense	89098357	89123087	ENSMUSG00000051786	328580	NA	NA
Tufm	current symbol	MGI:1923686	Tufm	Tu translation elongation factor, mitochondrial	protein coding gene	7	sense	126487361	126490731	ENSMUSG00000073838	233870	NA	NA
Tuft1	current symbol	MGI:109572	Tuft1	tuftelin 1	protein coding gene	3	antisense	94612757	94658872	ENSMUSG00000005968	22156	NA	NA
Tug1	current symbol	MGI:2144114	Tug1	taurine upregulated gene 1	unclassified non-coding RNA gene	11	antisense	3639785	3649673	ENSMUSG00000056579	544752	NA	NA
Tulp1	current symbol	MGI:109571	Tulp1	tubby like protein 1	protein coding gene	17	antisense	28351515	28365182	ENSMUSG00000037446	22157	600132	Retinitis Pigmentosa 14; RP14
Tulp2	current symbol	MGI:1861600	Tulp2	tubby-like protein 2	protein coding gene	7	sense	45481877	45523632	ENSMUSG00000023467	56734	NA	NA
Tulp3	current symbol	MGI:1329045	Tulp3	tubby-like protein 3	protein coding gene	6	antisense	128321161	128355851	ENSMUSG00000001521	22158	NA	NA
Tulp4	current symbol	MGI:1916092	Tulp4	tubby like protein 4	protein coding gene	17	sense	6106437	6251128	ENSMUSG00000034377	68842	NA	NA
Tunar	current symbol	MGI:1917202	Tunar	Tcl1 upstream neural differentiation associated RNA	lincRNA gene	12	sense	105336594	105383932	ENSMUSG00000097929	69952	NA	NA
Tusc1	current symbol	MGI:2684283	Tusc1	tumor suppressor candidate 1	protein coding gene	4	antisense	93334138	93335511	ENSMUSG00000054000	69136	NA	NA
Tusc2	current symbol	MGI:1931086	Tusc2	tumor suppressor candidate 2	protein coding gene	9	sense	107563255	107566112	ENSMUSG00000010054	80385	NA	NA
Tusc3	current symbol	MGI:1933134	Tusc3	tumor suppressor candidate 3	protein coding gene	8	sense	39005845	39165114	ENSMUSG00000039530	80286	NA	NA
Tusc5	current symbol	MGI:3029307	Tusc5	tumor suppressor candidate 5	protein coding gene	11	sense	76679808	76698664	ENSMUSG00000046275	237858	NA	NA
Tut1	current symbol	MGI:1917294	Tut1	terminal uridylyl transferase 1, U6 snRNA-specific	protein coding gene	19	sense	8953850	8966207	ENSMUSG00000071645	70044	NA	NA
Tvp23a	current symbol	MGI:3665441	Tvp23a	trans-golgi network vesicle protein 23A	protein coding gene	16	antisense	10420557	10447362	ENSMUSG00000050908	383103	NA	NA
Tvp23b	current symbol	MGI:1914760	Tvp23b	trans-golgi network vesicle protein 23B	protein coding gene	11	sense	62879455	62916780	ENSMUSG00000014177	67510	NA	NA
Twf1	current symbol	MGI:1100520	Twf1	twinfilin actin binding protein 1	protein coding gene	15	antisense	94577951	94589889	ENSMUSG00000022451	19230	NA	NA
Twf2	current symbol	MGI:1346078	Twf2	twinfilin actin binding protein 2	protein coding gene	9	sense	106203108	106215389	ENSMUSG00000023277	23999	NA	NA
Twist1	current symbol	MGI:98872	Twist1	twist basic helix-loop-helix transcription factor 1	protein coding gene	12	sense	33957671	33959817	ENSMUSG00000035799	22160	101400	Saethre-Chotzen Syndrome; SCS
Twist2	current symbol	MGI:104685	Twist2	twist basic helix-loop-helix transcription factor 2	protein coding gene	1	sense	91801461	91848028	ENSMUSG00000007805	13345	227260	Focal Facial Dermal Dysplasia 3, Setleis Type; FFDD3
Twistnb	current symbol	MGI:106292	Twistnb	twist basic helix-loop-helix transcription factor 1 neighbor	protein coding gene	12	sense	33429624	33439380	ENSMUSG00000020561	28071	NA	NA
Twsg1	current symbol	MGI:2137520	Twsg1	twisted gastrulation BMP signaling modulator 1	protein coding gene	17	antisense	65923066	65951187	ENSMUSG00000024098	65960	NA	NA
Txk	current symbol	MGI:102960	Txk	TXK tyrosine kinase	protein coding gene	5	antisense	72695978	72752777	ENSMUSG00000054892	22165	NA	NA
Txlna	current symbol	MGI:105968	Txlna	taxilin alpha	protein coding gene	4	antisense	129626083	129641065	ENSMUSG00000053841	109658	NA	NA
Txlnb	current symbol	MGI:2671945	Txlnb	taxilin beta	protein coding gene	10	sense	17796226	17845665	ENSMUSG00000039891	378431	NA	NA
Txlng	current symbol	MGI:3590652	Txlng	taxilin gamma	protein coding gene	X	antisense	162778919	162829454	ENSMUSG00000038344	353170	NA	NA
Txn1	current symbol	MGI:98874	Txn1	thioredoxin 1	protein coding gene	4	antisense	57943373	57956411	ENSMUSG00000028367	22166	NA	NA
Txn2	current symbol	MGI:1929468	Txn2	thioredoxin 2	protein coding gene	15	antisense	77915047	77929006	ENSMUSG00000005354	56551	NA	NA
Txndc11	current symbol	MGI:1923620	Txndc11	thioredoxin domain containing 11	protein coding gene	16	antisense	11074911	11134650	ENSMUSG00000022498	106200	NA	NA
Txndc12	current symbol	MGI:1913323	Txndc12	thioredoxin domain containing 12 (endoplasmic reticulum)	protein coding gene	4	sense	108834601	108862127	ENSMUSG00000028567	66073	NA	NA
Txndc15	current symbol	MGI:1916922	Txndc15	thioredoxin domain containing 15	protein coding gene	13	sense	55714650	55726221	ENSMUSG00000021497	69672	NA	NA
Txndc16	current symbol	MGI:1917811	Txndc16	thioredoxin domain containing 16	protein coding gene	14	antisense	45134448	45220328	ENSMUSG00000021830	70561	NA	NA
Txndc17	current symbol	MGI:1289248	Txndc17	thioredoxin domain containing 17	protein coding gene	11	sense	72207547	72210015	ENSMUSG00000020803	52700	NA	NA
Txndc2	current symbol	MGI:2389312	Txndc2	thioredoxin domain containing 2 (spermatozoa)	protein coding gene	17	antisense	65637505	65642204	ENSMUSG00000050612	213272	NA	NA
Txndc5	current symbol	MGI:2145316	Txndc5	thioredoxin domain containing 5	protein coding gene	13	antisense	38500273	38528824	ENSMUSG00000038991	105245	NA	NA
Txndc8	current symbol	MGI:1914652	Txndc8	thioredoxin domain containing 8	protein coding gene	4	antisense	57984027	58009124	ENSMUSG00000038709	67402	NA	NA
Txndc9	current symbol	MGI:2138153	Txndc9	thioredoxin domain containing 9	protein coding gene	1	antisense	37985189	37997893	ENSMUSG00000058407	98258	NA	NA
Txnip	current symbol	MGI:1889549	Txnip	thioredoxin interacting protein	protein coding gene	3	sense	96557957	96561883	ENSMUSG00000038393	56338	114550	Hepatocellular Carcinoma
Txnl1	current symbol	MGI:1860078	Txnl1	thioredoxin-like 1	protein coding gene	18	antisense	63662801	63692359	ENSMUSG00000024583	53382	NA	NA
Txnl4a	current symbol	MGI:1351613	Txnl4a	thioredoxin-like 4A	protein coding gene	18	sense	80206795	80223533	ENSMUSG00000057130	27366	NA	NA
Txnl4b	current symbol	MGI:2443724	Txnl4b	thioredoxin-like 4B	protein coding gene	8	sense	109565892	109574051	ENSMUSG00000031723	234723	NA	NA
Txnrd1	current symbol	MGI:1354175	Txnrd1	thioredoxin reductase 1	protein coding gene	10	sense	82859206	82897724	ENSMUSG00000020250	50493	NA	NA
Txnrd2	current symbol	MGI:1347023	Txnrd2	thioredoxin reductase 2	protein coding gene	16	sense	18426384	18479073	ENSMUSG00000075704	26462	NA	NA
Txnrd3	current symbol	MGI:2386711	Txnrd3	thioredoxin reductase 3	protein coding gene	6	sense	89643988	89675529	ENSMUSG00000000811	232223	NA	NA
Tyk2	current symbol	MGI:1929470	Tyk2	tyrosine kinase 2	protein coding gene	9	antisense	21104069	21127346	ENSMUSG00000032175	54721	601665	Obesity
Tyms	current symbol	MGI:98878	Tyms	thymidylate synthase	protein coding gene	5	antisense	30058202	30073617	ENSMUSG00000025747	22171	NA	NA
Tyms-ps	current symbol	MGI:98879	Tyms-ps	thymidylate synthase, pseudogene	pseudogene	10	sense	87966671	87968017		22172	NA	NA
Tyr	current symbol	MGI:98880	Tyr	tyrosinase	protein coding gene	7	antisense	87424771	87493512	ENSMUSG00000004651	22173	203100|606952|209850|231300|142623	Albinism, Oculocutaneous, Type IA; OCA1A|Albinism, Oculocutaneous, Type IB; OCA1B|Autism|Glaucoma 3, Primary Congenital, A; GLC3A|Hirschsprung Disease, Susceptibility to, 1; HSCR1
Tyro3	current symbol	MGI:104294	Tyro3	TYRO3 protein tyrosine kinase 3	protein coding gene	2	sense	119797733	119818104	ENSMUSG00000027298	22174	NA	NA
Tyrobp	current symbol	MGI:1277211	Tyrobp	TYRO protein tyrosine kinase binding protein	protein coding gene	7	sense	30413760	30417585	ENSMUSG00000030579	22177	221770	Polycystic Lipomembranous Osteodysplasia with Sclerosing Leukoencephalopathy;
Tyrp1	current symbol	MGI:98881	Tyrp1	tyrosinase-related protein 1	protein coding gene	4	sense	80834123	80851719	ENSMUSG00000005994	22178	NA	NA
Tysnd1	current symbol	MGI:1919017	Tysnd1	trypsin domain containing 1	protein coding gene	10	sense	61695514	61702773	ENSMUSG00000020087	71767	NA	NA
Tyw1	current symbol	MGI:2141161	Tyw1	tRNA-yW synthesizing protein 1 homolog (S. cerevisiae)	protein coding gene	5	sense	130255619	130341563	ENSMUSG00000056310	100929	NA	NA
Tyw3	current symbol	MGI:2445040	Tyw3	tRNA-yW synthesizing protein 3 homolog (S. cerevisiae)	protein coding gene	3	antisense	154576431	154597104	ENSMUSG00000047583	209584	NA	NA
Tyw5	current symbol	MGI:1915986	Tyw5	tRNA-yW synthesizing protein 5	protein coding gene	1	antisense	57388237	57407101	ENSMUSG00000048495	68736	NA	NA
U2af1	current symbol	MGI:98884	U2af1	U2 small nuclear ribonucleoprotein auxiliary factor (U2AF) 1	protein coding gene	17	antisense	31647082	31658754	ENSMUSG00000061613	108121	NA	NA
U2af1l4	current symbol	MGI:2678374	U2af1l4	U2 small nuclear RNA auxiliary factor 1-like 4	protein coding gene	7	sense	30563340	30565364	ENSMUSG00000078765	233073	NA	NA
U2af2	current symbol	MGI:98886	U2af2	U2 small nuclear ribonucleoprotein auxiliary factor (U2AF) 2	protein coding gene	7	sense	5062143	5079938	ENSMUSG00000030435	22185	NA	NA
U2surp	current symbol	MGI:1915208	U2surp	U2 snRNP-associated SURP domain containing	protein coding gene	9	antisense	95456898	95511996	ENSMUSG00000032407	67958	NA	NA
U90926	current symbol	MGI:1930915	U90926	cDNA sequence U90926	protein coding gene	5	antisense	92209893	92215408	ENSMUSG00000029409	57425	NA	NA
Uaca	current symbol	MGI:1919815	Uaca	uveal autoantigen with coiled-coil domains and ankyrin repeats	protein coding gene	9	sense	60794548	60880370	ENSMUSG00000034485	72565	114550	Hepatocellular Carcinoma
Uap1	current symbol	MGI:1334459	Uap1	UDP-N-acetylglucosamine pyrophosphorylase 1	protein coding gene	1	antisense	170141938	170174957	ENSMUSG00000026670	107652	NA	NA
Uap1l1	current symbol	MGI:2443318	Uap1l1	UDP-N-acteylglucosamine pyrophosphorylase 1-like 1	protein coding gene	2	antisense	25359889	25365682	ENSMUSG00000026956	227620	NA	NA
Uba1	current symbol	MGI:98890	Uba1	ubiquitin-like modifier activating enzyme 1	protein coding gene	X	sense	20658326	20683179	ENSMUSG00000001924	22201	NA	NA
Uba1y	current symbol	MGI:98891	Uba1y	ubiquitin-activating enzyme, Chr Y	protein coding gene	Y	sense	818649	843684	ENSMUSG00000069053	22202	NA	NA
Uba2	current symbol	MGI:1858313	Uba2	ubiquitin-like modifier activating enzyme 2	protein coding gene	7	antisense	34140688	34169599	ENSMUSG00000052997	50995	NA	NA
Uba3	current symbol	MGI:1341217	Uba3	ubiquitin-like modifier activating enzyme 3	protein coding gene	6	antisense	97183670	97205647	ENSMUSG00000030061	22200	NA	NA
Uba5	current symbol	MGI:1913913	Uba5	ubiquitin-like modifier activating enzyme 5	protein coding gene	9	antisense	104046599	104063134	ENSMUSG00000032557	66663	NA	NA
Uba52	current symbol	MGI:98887	Uba52	ubiquitin A-52 residue ribosomal protein fusion product 1	protein coding gene	8	antisense	70508263	70510801	ENSMUSG00000090137	22186	NA	NA
Uba6	current symbol	MGI:1913894	Uba6	ubiquitin-like modifier activating enzyme 6	protein coding gene	5	antisense	86109287	86172803	ENSMUSG00000035898	231380	NA	NA
Uba7	current symbol	MGI:1349462	Uba7	ubiquitin-like modifier activating enzyme 7	protein coding gene	9	sense	107975505	107984060	ENSMUSG00000032596	74153	NA	NA
Ubac1	current symbol	MGI:1920995	Ubac1	ubiquitin associated domain containing 1	protein coding gene	2	antisense	25998543	26021747	ENSMUSG00000036352	98766	NA	NA
Ubac2	current symbol	MGI:1916139	Ubac2	ubiquitin associated domain containing 2	protein coding gene	14	sense	121878606	122021034	ENSMUSG00000041765	68889	NA	NA
Ubald1	current symbol	MGI:1916255	Ubald1	UBA-like domain containing 1	protein coding gene	16	antisense	4874778	4880315	ENSMUSG00000039568	207740	NA	NA
Ubap1	current symbol	MGI:2149543	Ubap1	ubiquitin-associated protein 1	protein coding gene	4	sense	41348996	41390525	ENSMUSG00000028437	67123	NA	NA
Ubap1l	current symbol	MGI:2685360	Ubap1l	ubiquitin-associated protein 1-like	protein coding gene	9	sense	65361060	65380377	ENSMUSG00000086228	208080	NA	NA
Ubap2	current symbol	MGI:1916176	Ubap2	ubiquitin-associated protein 2	protein coding gene	4	antisense	41194313	41275144	ENSMUSG00000028433	68926	NA	NA
Ubap2l	current symbol	MGI:1921633	Ubap2l	ubiquitin-associated protein 2-like	protein coding gene	3	antisense	90000140	90052628	ENSMUSG00000042520	74383	NA	NA
Ubash3a	current symbol	MGI:1926074	Ubash3a	ubiquitin associated and SH3 domain containing, A	protein coding gene	17	sense	31207873	31242202	ENSMUSG00000042345	328795	NA	NA
Ubash3b	current symbol	MGI:1920078	Ubash3b	ubiquitin associated and SH3 domain containing, B	protein coding gene	9	antisense	41011098	41161697	ENSMUSG00000032020	72828	NA	NA
Ubd	current symbol	MGI:1344410	Ubd	ubiquitin D	protein coding gene	17	sense	37193892	37196095	ENSMUSG00000035186	24108	NA	NA
Ube2a	current symbol	MGI:102959	Ube2a	ubiquitin-conjugating enzyme E2A	protein coding gene	X	sense	36873900	36884222	ENSMUSG00000016308	22209	300860	Mental Retardation, X-Linked, Syndromic, Nascimento Type; MRXSN
Ube2b	current symbol	MGI:102944	Ube2b	ubiquitin-conjugating enzyme E2B	protein coding gene	11	antisense	51985497	52000762	ENSMUSG00000020390	22210	NA	NA
Ube2c	current symbol	MGI:1915862	Ube2c	ubiquitin-conjugating enzyme E2C	protein coding gene	2	sense	164769898	164778822	ENSMUSG00000001403	68612	NA	NA
Ube2cbp	current symbol	MGI:1917598	Ube2cbp	ubiquitin-conjugating enzyme E2C binding protein	protein coding gene	9	antisense	86307306	86464950	ENSMUSG00000032415	70348	NA	NA
Ube2d1	current symbol	MGI:2384911	Ube2d1	ubiquitin-conjugating enzyme E2D 1	protein coding gene	10	antisense	71254980	71285262	ENSMUSG00000019927	216080	NA	NA
Ube2d2a	current symbol	MGI:1930715	Ube2d2a	ubiquitin-conjugating enzyme E2D 2A	protein coding gene	18	sense	35771559	35807172	ENSMUSG00000091896	56550	NA	NA
Ube2d2b	current symbol	MGI:1920568	Ube2d2b	ubiquitin-conjugating enzyme E2D 2B	protein coding gene	5	sense	107830099	107831776	ENSMUSG00000063447	73318	NA	NA
Ube2d3	current symbol	MGI:1913355	Ube2d3	ubiquitin-conjugating enzyme E2D 3	protein coding gene	3	sense	135438149	135468198	ENSMUSG00000078578	66105	NA	NA
Ube2dnl1	current symbol	MGI:3646570	Ube2dnl1	ubiquitin-conjugating enzyme E2D N-terminal like 1	protein coding gene	X	sense	114905012	114905941	ENSMUSG00000050435	237009	NA	NA
Ube2dnl2	current symbol	MGI:1922347	Ube2dnl2	ubiquitin-conjugating enzyme E2D N-terminal like 2	protein coding gene	X	sense	114907582	114908510	ENSMUSG00000047079	75097	NA	NA
Ube2e1	current symbol	MGI:107411	Ube2e1	ubiquitin-conjugating enzyme E2E 1	protein coding gene	14	antisense	18282722	18331859	ENSMUSG00000021774	22194	NA	NA
Ube2e2	current symbol	MGI:2384997	Ube2e2	ubiquitin-conjugating enzyme E2E 2	protein coding gene	14	antisense	18573575	18894267	ENSMUSG00000058317	218793	NA	NA
Ube2e3	current symbol	MGI:107412	Ube2e3	ubiquitin-conjugating enzyme E2E 3	protein coding gene	2	sense	78868124	78921293	ENSMUSG00000027011	22193	NA	NA
Ube2f	current symbol	MGI:1915171	Ube2f	ubiquitin-conjugating enzyme E2F (putative)	protein coding gene	1	sense	91250304	91290337	ENSMUSG00000034343	67921	NA	NA
Ube2g1	current symbol	MGI:1914378	Ube2g1	ubiquitin-conjugating enzyme E2G 1	protein coding gene	11	sense	72607283	72686481	ENSMUSG00000020794	67128	NA	NA
Ube2g2	current symbol	MGI:1343188	Ube2g2	ubiquitin-conjugating enzyme E2G 2	protein coding gene	10	sense	77622275	77645993	ENSMUSG00000009293	22213	NA	NA
Ube2h	current symbol	MGI:104632	Ube2h	ubiquitin-conjugating enzyme E2H	protein coding gene	6	antisense	30211289	30304539	ENSMUSG00000039159	22214	NA	NA
Ube2i	current symbol	MGI:107365	Ube2i	ubiquitin-conjugating enzyme E2I	protein coding gene	17	antisense	25261916	25274622	ENSMUSG00000015120	22196	NA	NA
Ube2j1	current symbol	MGI:1926245	Ube2j1	ubiquitin-conjugating enzyme E2J 1	protein coding gene	4	sense	33031416	33052363	ENSMUSG00000028277	56228	NA	NA
Ube2j2	current symbol	MGI:2153608	Ube2j2	ubiquitin-conjugating enzyme E2J 2	protein coding gene	4	sense	155943831	155959604	ENSMUSG00000023286	140499	NA	NA
Ube2k	current symbol	MGI:1858216	Ube2k	ubiquitin-conjugating enzyme E2K	protein coding gene	5	sense	65537233	65598988	ENSMUSG00000029203	53323	NA	NA
Ube2l3	current symbol	MGI:109240	Ube2l3	ubiquitin-conjugating enzyme E2L 3	protein coding gene	16	antisense	17152013	17202649	ENSMUSG00000038965	22195	NA	NA
Ube2l6	current symbol	MGI:1914500	Ube2l6	ubiquitin-conjugating enzyme E2L 6	protein coding gene	2	sense	84798828	84810335	ENSMUSG00000027078	56791	NA	NA
Ube2m	current symbol	MGI:108278	Ube2m	ubiquitin-conjugating enzyme E2M	protein coding gene	7	antisense	13035238	13038273	ENSMUSG00000005575	22192	NA	NA
Ube2n	current symbol	MGI:1934835	Ube2n	ubiquitin-conjugating enzyme E2N	protein coding gene	10	sense	95515162	95545658	ENSMUSG00000074781	93765	NA	NA
Ube2o	current symbol	MGI:2444266	Ube2o	ubiquitin-conjugating enzyme E2O	protein coding gene	11	antisense	116537740	116581447	ENSMUSG00000020802	217342	NA	NA
Ube2q1	current symbol	MGI:1917343	Ube2q1	ubiquitin-conjugating enzyme E2Q family member 1	protein coding gene	3	sense	89773616	89784000	ENSMUSG00000042572	70093	NA	NA
Ube2q2	current symbol	MGI:2388672	Ube2q2	ubiquitin-conjugating enzyme E2Q family member 2	protein coding gene	9	sense	55148854	55207529	ENSMUSG00000032307	109161	NA	NA
