geneID	geneSymbol	geneNames	GOTerms	GemmaIDs	NCBIids	platform
Slc35a5	Slc35a5	solute carrier family 35, member A5	GO:0006810|GO:0008643|GO:0015780	712986|	74102|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Pacsin1	Pacsin1	protein kinase C and casein kinase substrate in neurons 1	GO:0006897|GO:0007010|GO:0007015|GO:0007165|GO:0045806|GO:0048488|GO:0048666|GO:0048812|GO:0072657|GO:0090002|GO:0097320|GO:1900006	|595752	|23969	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Sorbs2	Sorbs2	sorbin and SH3 domain containing 2	GO:0007015|GO:0007155|GO:0007219|GO:0016477	|824648	|234214	GPL11180|GPL1261|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
Narfl	Narfl	nuclear prelamin A recognition factor-like	GO:0001666|GO:0002244|GO:0006355|GO:0016226|GO:0032364	662094	67563	GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Tyro3	Tyro3	TYRO3 protein tyrosine kinase 3	GO:0001779|GO:0006468|GO:0007155|GO:0007283|GO:0016310|GO:0018108|GO:0021885|GO:0030168|GO:0032940|GO:0034122|GO:0034446|GO:0042698|GO:0043277|GO:0043491|GO:0043524|GO:0045824|GO:0046777|GO:0050728|GO:0051250|GO:0060068|GO:0070050|GO:0070527	587097	22174	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Egr1	Egr1	early growth response 1	GO:0000122|GO:0006351|GO:0006355|GO:0006366|GO:0007611|GO:0009749|GO:0010628|GO:0010942|GO:0030217|GO:0030509|GO:0032868|GO:0033233|GO:0035914|GO:0042981|GO:0043066|GO:0043525|GO:0045893|GO:0045944|GO:0048169|GO:0061418|GO:0070498|GO:0071310|GO:0071320|GO:0071371|GO:0071480|GO:0071504|GO:0071506|GO:0072110|GO:0072303|GO:0090090	|503716	|13653	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Flrt2	Flrt2	fibronectin leucine rich transmembrane protein 2	GO:0007411|GO:0050919|GO:0051965|GO:2001222	|881267	|399558	GPL11180|GPL1261|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
Rasa2	Rasa2	RAS p21 protein activator 2	GO:0007165|GO:0035556|GO:0043087|GO:0043547|GO:0046580	776482|	114713|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Dennd5b	Dennd5b	DENN/MADD domain containing 5B	GO:0043547|GO:0050982|GO:0070588	|862830	|320560	GPL11180|GPL1261|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
Smarca5	Smarca5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5	GO:0000183|GO:0006302|GO:0006333|GO:0006334|GO:0006338|GO:0006352|GO:0009790|GO:0016568|GO:0016584|GO:0043044|GO:0045893	|747756	|93762	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL7042|GPL7202|GPL81|GPL8321
Rsf1	Rsf1	remodeling and spacing factor 1	GO:0006334|GO:0006338|GO:0006352|GO:0016584|GO:0043392|GO:0045892|GO:0045893|GO:0050434	|823264	|233532	GPL11180|GPL1261|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
Aff3	Aff3	AF4/FMR2 family, member 3	GO:0006351|GO:0006355|GO:0034612|GO:0035116	532877|	16764|	GPL11180|GPL1261|GPL6096|GPL6103|GPL6246|GPL6333|GPL7042|GPL7202
Miip	Miip	migration and invasion inhibitory protein		|605257	|28010	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Ddrgk1	Ddrgk1	DDRGK domain containing 1	GO:0033146|GO:0034976|GO:0051092|GO:1901800|GO:1903721|GO:1990564	|732743	|77006	GPL11180|GPL1261|GPL339|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Osbpl3	Osbpl3	oxysterol binding protein-like 3	GO:0006810|GO:0006869	695650|	71720|	GPL11180|GPL1261|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
Ints1	Ints1	integrator complex subunit 1	GO:0001832|GO:0001833|GO:0016180|GO:0034474|GO:0043066|GO:0043154	673258|	68510|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Rnf144a	Rnf144a	ring finger protein 144A		768397|	108089|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Rgs8	Rgs8	regulator of G-protein signaling 8	GO:0007186|GO:0009968|GO:0038032|GO:0043547	665107	67792	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Dkkl1	Dkkl1	dickkopf-like 1	GO:0002230|GO:0045600|GO:0098779	609213	50722	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Zmiz1	Zmiz1	zinc finger, MIZ-type containing 1	GO:0001570|GO:0001701|GO:0003007|GO:0006351|GO:0006355|GO:0007296|GO:0007569|GO:0045944|GO:0048146|GO:0048589|GO:0048844	|866487	|328365	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Snx30	Snx30	sorting nexin family member 30	GO:0006810|GO:0006897|GO:0015031|GO:0016050	|787391	|209131	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Chmp2b	Chmp2b	charged multivesicular body protein 2B	GO:0000920|GO:0006810|GO:0006997|GO:0007032|GO:0007034|GO:0007080|GO:0010824|GO:0015031|GO:0039702|GO:0050890|GO:0070050|GO:1901673|GO:1902188	|676720	|68942	GPL11180|GPL1261|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81
Rps14	Rps14	ribosomal protein S14	GO:0000028|GO:0000122|GO:0006412|GO:0006417|GO:0030218	|566651	|20044	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Gps1	Gps1	G protein pathway suppressor 1	GO:0010388	787604	209318	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Mid1	Mid1	midline 1	GO:0007026	539660|	17318|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Mrpl28	Mrpl28	mitochondrial ribosomal protein L28	GO:0006412	674096|	68611|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Igfbp4	Igfbp4	insulin-like growth factor binding protein 4	GO:0001558|GO:0010906|GO:0040008|GO:0043410|GO:0043568|GO:0044342	525601|	16010|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Atg13	Atg13	autophagy related 13	GO:0000045|GO:0006914|GO:0098779|GO:1903955	611759	51897	GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Gtf2a2	Gtf2a2	general transcription factor II A, 2	GO:0006351|GO:0006355|GO:0006366|GO:0006367|GO:0045944|GO:0051091|GO:0051123	827294	235459	GPL11180|GPL1261|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81
Cecr5	Cecr5	cat eye syndrome chromosome region, candidate 5		794917|	214932|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Abhd4	Abhd4	abhydrolase domain containing 4	GO:0006629|GO:0016042	|763130	|105501	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
NA	NA	NA	NA	NA	NA	NA
Mknk1	Mknk1	MAP kinase-interacting serine/threonine kinase 1	GO:0006417|GO:0006446|GO:0006468|GO:0009651|GO:0016310|GO:0018105|GO:0035556|GO:0046777|GO:0097192	539924	17346	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Gpatch8	Gpatch8	G patch domain containing 8		|830074	|237943	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL7042|GPL7202|GPL8321
Kxd1	Kxd1	KxDL motif containing 1	GO:0016192	723944	75620	GPL11180|GPL1261|GPL6096|GPL6103|GPL6246|GPL6333|GPL7042|GPL7202
Ldb2	Ldb2	LIM domain binding 2	GO:0001942|GO:0006357|GO:0010669|GO:0035019|GO:0044089|GO:0045944|GO:1903506	533788|	16826|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Bcl2l11	Bcl2l11	BCL2-like 11 (apoptosis facilitator)	GO:0001701|GO:0001776|GO:0001782|GO:0001783|GO:0001822|GO:0002260|GO:0002262|GO:0006915|GO:0006919|GO:0007160|GO:0007283|GO:0008584|GO:0008630|GO:0009791|GO:0010942|GO:0030879|GO:0032464|GO:0034976|GO:0035148|GO:0042475|GO:0042981|GO:0043029|GO:0043065|GO:0043280|GO:0043525|GO:0043583|GO:0045787|GO:0046620|GO:0048066|GO:0048070|GO:0048536|GO:0048538|GO:0048563|GO:0060139|GO:0060154|GO:0070242|GO:0090200|GO:0097192|GO:1902110|GO:1902263|GO:2000271|GO:2001244	|484205	|12125	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Aven	Aven	apoptosis, caspase activation inhibitor	GO:0006915|GO:0043066	715299	74268	GPL11180|GPL1261|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
Atxn1	Atxn1	ataxin 1	GO:0000122|GO:0006351|GO:0006355|GO:0008344|GO:0008542|GO:0042326|GO:0043569|GO:0045892|GO:0045944|GO:0048286|GO:0051168|GO:0060079|GO:0060252	568445	20238	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Hhat	Hhat	hedgehog acyltransferase	GO:0007224|GO:0007275|GO:0018345|GO:1903955	810167|	226861|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Tmem138	Tmem138	transmembrane protein 138	GO:0030030|GO:0042384	|706613	|72982	GPL11180|GPL1261|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
Apoa1	Apoa1	apolipoprotein A-I	GO:0001932|GO:0001935|GO:0002740|GO:0006629|GO:0006644|GO:0006656|GO:0006695|GO:0006810|GO:0006869|GO:0007186|GO:0007229|GO:0008104|GO:0008202|GO:0008203|GO:0008211|GO:0010804|GO:0010873|GO:0010898|GO:0010903|GO:0015914|GO:0018158|GO:0018206|GO:0019433|GO:0019915|GO:0030300|GO:0030301|GO:0030325|GO:0031100|GO:0031103|GO:0032489|GO:0033344|GO:0033700|GO:0034115|GO:0034372|GO:0034380|GO:0035025|GO:0042157|GO:0042158|GO:0042632|GO:0043534|GO:0043691|GO:0045723|GO:0046470|GO:0050713|GO:0050728|GO:0050821|GO:0050919|GO:0051006|GO:0051180|GO:0051345|GO:0051346|GO:0051347|GO:0051496|GO:0055091|GO:0060192|GO:0060354|GO:0060761|GO:0070328|GO:0070508|GO:1900026	479840|	11806|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Fbrsl1	Fbrsl1	fibrosin-like 1		|875596	|381668	GPL11180|GPL1261|GPL6096|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
Serp2	Serp2	stress-associated endoplasmic reticulum protein family member 2	GO:0006810|GO:0015031	|704748	|72661	GPL11180|GPL1261|GPL6096|GPL6246|GPL6333|GPL7042|GPL7202
Rufy3	Rufy3	RUN and FYVE domain containing 3	GO:0007275|GO:0007399|GO:0030154|GO:0050770|GO:0050771|GO:0050772	|614992	|52822	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Pde2a	Pde2a	phosphodiesterase 2A, cGMP-stimulated	GO:0000122|GO:0006198|GO:0006626|GO:0007165|GO:0008152|GO:0010628|GO:0019933|GO:0019934|GO:0030818|GO:0030823|GO:0033159|GO:0035690|GO:0036006|GO:0043116|GO:0043117|GO:0046069|GO:0050729|GO:0061028|GO:0071260|GO:0071321|GO:0097011	|785321	|207728	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Epor	Epor	erythropoietin receptor	GO:0003007|GO:0007165|GO:0007204|GO:0007420|GO:0007507|GO:0009790|GO:0016032|GO:0038162|GO:0043524|GO:0046697|GO:0055008|GO:0055010|GO:0060979|GO:0061032	505580	13857	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Kansl1	Kansl1	KAT8 regulatory NSL complex subunit 1	GO:0016568|GO:0043981|GO:0043982|GO:0043984	730478	76719	GPL11180|GPL1261|GPL339|GPL6096|GPL6246|GPL6333|GPL7042|GPL7202|GPL8321
Jade2	Jade2	jade family PHD finger 2	GO:0043966|GO:0043981|GO:0043982|GO:0043983|GO:0060395	732112	76901	GPL11180|GPL1261|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
Rnf19b	Rnf19b	ring finger protein 19B	GO:0002376|GO:0042267|GO:0072643	721314	75234	GPL11180|GPL1261|GPL339|GPL6103|GPL6246|GPL6333|GPL7042|GPL7202|GPL81|GPL8321
Mtmr10	Mtmr10	myotubularin related protein 10		|823017	|233315	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Strada	Strada	STE20-related kinase adaptor alpha	GO:0006468|GO:0006611|GO:0007049|GO:0007266|GO:0007346|GO:0016477|GO:0023014|GO:0030036|GO:0031098|GO:0032147|GO:0042981|GO:0043408|GO:0051291|GO:0071902	700863|	72149|	GPL11180|GPL1261|GPL339|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Sema3a	Sema3a	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A	GO:0001764|GO:0002027|GO:0006915|GO:0007275|GO:0007399|GO:0007411|GO:0007413|GO:0008045|GO:0010633|GO:0021612|GO:0021637|GO:0021675|GO:0021772|GO:0021785|GO:0021828|GO:0030154|GO:0030517|GO:0036486|GO:0048813|GO:0048841|GO:0048843|GO:0048846|GO:0050919|GO:0060385|GO:0060666|GO:0061549|GO:0061551|GO:0071526|GO:0097490|GO:0097491|GO:1901166|GO:1902285|GO:1902287|GO:1903045|GO:1903375|GO:2000020|GO:2001224	|569974	|20346	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Bex1	Bex1	brain expressed gene 1	GO:0002052|GO:0007275|GO:0007399|GO:0030154|GO:0045665|GO:0048011	564604	19716	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL81|GPL8321
Tm7sf2	Tm7sf2	transmembrane 7 superfamily member 2	GO:0006629|GO:0006694|GO:0006695|GO:0008202|GO:0008203|GO:0016126|GO:0055114	|707437	|73166	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Hdhd2	Hdhd2	haloacid dehalogenase-like hydrolase domain containing 2		732681|	76987|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Hoxd11	Hoxd11	homeobox D11	GO:0001501|GO:0001656|GO:0001658|GO:0001759|GO:0006351|GO:0006355|GO:0007275|GO:0007338|GO:0007389|GO:0009952|GO:0009953|GO:0009954|GO:0010468|GO:0010720|GO:0030326|GO:0032330|GO:0032332|GO:0035115|GO:0042733|GO:0048589|GO:0060272|GO:0060351	522309	15431	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Mrps21	Mrps21	mitochondrial ribosomal protein S21	GO:0006412	644089	66292	GPL11180|GPL1261|GPL339|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Pofut2	Pofut2	protein O-fucosyltransferase 2	GO:0001707|GO:0005975|GO:0006004|GO:0010468|GO:0010717|GO:0036065|GO:0036066|GO:0051046	742389|	80294|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Camk1d	Camk1d	calcium/calmodulin-dependent protein kinase ID	GO:0006468|GO:0006954|GO:0007399|GO:0008152|GO:0010976|GO:0016310|GO:0032793|GO:0043065|GO:0043066|GO:0050766|GO:0050773|GO:0060267|GO:0071622|GO:0090023	|811063	|227541	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Kdm6a	Kdm6a	lysine (K)-specific demethylase 6A	GO:0001701|GO:0001843|GO:0003007|GO:0003016|GO:0007507|GO:0010468|GO:0016568|GO:0021915|GO:0032525|GO:0035264|GO:0048333|GO:0048568|GO:0048570|GO:0055114|GO:0060070|GO:0071557|GO:0072358	588942|	22289|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Setmar	Setmar	SET domain without mariner transposase fusion	GO:0016568|GO:0032259|GO:0034968	719001	74729	GPL11180|GPL1261|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
Sept3	Sept3	septin 3	GO:0007049|GO:0051301	596480|	24050|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Arhgap24	Arhgap24	Rho GTPase activating protein 24	GO:0001525|GO:0007165|GO:0007275|GO:0030154|GO:0035021|GO:0035313|GO:0090630|GO:1900028	|819269	|231532	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Nfx1	Nfx1	nuclear transcription factor, X-box binding 1	GO:0000122|GO:0006351|GO:0006355|GO:0006366|GO:0045347	714010|	74164|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Man1c1	Man1c1	mannosidase, alpha, class 1C, member 1	GO:0006013|GO:0030166	|817706	|230815	GPL11180|GPL1261|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
Cobl	Cobl	cordon-bleu WH2 repeat	GO:0001843|GO:0030041|GO:0048669|GO:0051639|GO:0051764|GO:1900006|GO:1900029	493738|	12808|	GPL11180|GPL1261|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
Sort1	Sort1	sortilin 1	GO:0001503|GO:0006810|GO:0006895|GO:0006897|GO:0007186|GO:0007218|GO:0007275|GO:0008333|GO:0008625|GO:0010468|GO:0014902|GO:0016050|GO:0030154|GO:0032509|GO:0032868|GO:0038180|GO:0045599|GO:0046323|GO:0048011|GO:0048227|GO:0051005	|574707	|20661	GPL11180|GPL1261|GPL339|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Ric3	Ric3	resistance to inhibitors of cholinesterase 3 homolog (C. elegans)	GO:0006457|GO:0007204|GO:0007271|GO:0043623	|861626	|320360	GPL11180|GPL1261|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
Mphosph9	Mphosph9	M-phase phosphoprotein 9		851669|	269702|	GPL11180|GPL1261|GPL339|GPL6246|GPL6333|GPL7042|GPL7202|GPL81|GPL8321
Coq9	Coq9	coenzyme Q9 homolog (yeast)	GO:0006120|GO:0006744	666994	67914	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Tgfb1	Tgfb1	transforming growth factor, beta 1	GO:0000060|GO:0000122|GO:0000165|GO:0001501|GO:0001763|GO:0001775|GO:0001837|GO:0001933|GO:0001934|GO:0002028|GO:0002062|GO:0002244|GO:0002362|GO:0002460|GO:0002513|GO:0006468|GO:0006611|GO:0006754|GO:0006796|GO:0006874|GO:0006952|GO:0006954|GO:0007050|GO:0007093|GO:0007173|GO:0007179|GO:0007182|GO:0007183|GO:0007184|GO:0007219|GO:0007406|GO:0007492|GO:0007519|GO:0008156|GO:0008283|GO:0008284|GO:0008285|GO:0008354|GO:0009817|GO:0009887|GO:0010033|GO:0010468|GO:0010628|GO:0010629|GO:0010718|GO:0010763|GO:0010800|GO:0010862|GO:0010936|GO:0016049|GO:0016202|GO:0017015|GO:0019049|GO:0022408|GO:0030214|GO:0030217|GO:0030279|GO:0030308|GO:0030335|GO:0030879|GO:0031065|GO:0031100|GO:0031334|GO:0031536|GO:0031663|GO:0032270|GO:0032355|GO:0032570|GO:0032667|GO:0032700|GO:0032740|GO:0032801|GO:0032829|GO:0032930|GO:0032943|GO:0032967|GO:0033138|GO:0035066|GO:0035307|GO:0040007|GO:0042060|GO:0042110|GO:0042127|GO:0042130|GO:0042306|GO:0042307|GO:0042482|GO:0042552|GO:0042981|GO:0043011|GO:0043029|GO:0043065|GO:0043406|GO:0043408|GO:0043491|GO:0043536|GO:0043537|GO:0043552|GO:0045066|GO:0045216|GO:0045599|GO:0045662|GO:0045786|GO:0045892|GO:0045893|GO:0045930|GO:0045944|GO:0048146|GO:0048298|GO:0048468|GO:0048535|GO:0048642|GO:0050679|GO:0050680|GO:0050714|GO:0050765|GO:0050777|GO:0050868|GO:0050921|GO:0051092|GO:0051098|GO:0051101|GO:0051152|GO:0051280|GO:0051781|GO:0051897|GO:0060389|GO:0060391|GO:0060395|GO:0060744|GO:0060751|GO:0060762|GO:0060965|GO:0061035|GO:0070306|GO:0070723|GO:0071158|GO:0071363|GO:0071407|GO:0071549|GO:0071560|GO:0072540|GO:0085029|GO:0090190|GO:0097191|GO:1900126|GO:1900182|GO:1901666|GO:2000249|GO:2000679	582138|	21803|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Fis1	Fis1	fission 1 (mitochondrial outer membrane) homolog (yeast)	GO:0000266|GO:0000422|GO:0001836|GO:0006626|GO:0006915|GO:0007204|GO:0008053|GO:0010821|GO:0016559|GO:0032471|GO:0035584|GO:0043280|GO:0043653|GO:0051260|GO:0051561|GO:0070584|GO:0090141|GO:0090314|GO:2001244	646088|	66437|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Psap	Psap	prosaposin	GO:0006629|GO:0006665|GO:0007193|GO:0019216|GO:0043408|GO:0043410|GO:0048589|GO:0060736|GO:0060742|GO:0071310|GO:1903206	|558893	|19156	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Col15a1	Col15a1	collagen, type XV, alpha 1	GO:0007155	493923	12819	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Parvb	Parvb	parvin, beta	GO:0007155|GO:0030031|GO:0030032|GO:0031532|GO:0071963	780078|	170736|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL7042|GPL7202|GPL8321
Pantr1	Pantr1	POU domain, class 3, transcription factor 3 adjacent noncoding transcript 1		644165	66297	GPL1261|GPL6096|GPL6103|GPL6246|GPL6333|GPL7042|GPL7202
Gcnt2	Gcnt2	glucosaminyl (N-acetyl) transferase 2, I-branching enzyme	GO:0006486|GO:0007179|GO:0008284|GO:0010608|GO:0010718|GO:0010812|GO:0030335|GO:0034116|GO:0036438|GO:0051897|GO:0070374	512577|	14538|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Cdc42	Cdc42	cell division cycle 42	GO:0001934|GO:0002040|GO:0003161|GO:0003334|GO:0006897|GO:0007015|GO:0007030|GO:0007088|GO:0007097|GO:0007163|GO:0007264|GO:0007266|GO:0007399|GO:0010628|GO:0010629|GO:0016197|GO:0016337|GO:0030154|GO:0031069|GO:0031424|GO:0031647|GO:0033138|GO:0034332|GO:0034613|GO:0035088|GO:0035264|GO:0036336|GO:0042176|GO:0043085|GO:0043410|GO:0043497|GO:0043525|GO:0043552|GO:0045740|GO:0045859|GO:0046330|GO:0046847|GO:0048664|GO:0048730|GO:0051017|GO:0051246|GO:0051647|GO:0051683|GO:0051835|GO:0060047|GO:0060070|GO:0060684|GO:0060789|GO:0071338|GO:0072384|GO:0090135|GO:0090136|GO:0090316	|490525	|12540	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Nipbl	Nipbl	Nipped-B homolog (Drosophila)	GO:0000122|GO:0003007|GO:0003151|GO:0006974|GO:0007049|GO:0007064|GO:0007420|GO:0007507|GO:0007605|GO:0019827|GO:0031065|GO:0034088|GO:0034613|GO:0035115|GO:0035136|GO:0035261|GO:0040018|GO:0042471|GO:0042634|GO:0045444|GO:0045778|GO:0045892|GO:0045944|GO:0045995|GO:0048557|GO:0048589|GO:0048592|GO:0048638|GO:0048701|GO:0048703|GO:0050890|GO:0060325|GO:0061010|GO:0061038|GO:0071481	|692501	|71175	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Cdc45	Cdc45	cell division cycle 45	GO:0000727|GO:0006260|GO:0006267|GO:0006270|GO:0007049|GO:0031938|GO:0032508|GO:1900087|GO:1902977	490600	12544	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
